ID,CODE,LOCALITY,STATION,HABITAT,DATE,LATITUDE,LONGITUDE,ELEVATION,TEMPERATURE,CONDUCTIVITY,TDS,SALINITY,DO,pH,CODE_species,macrura,mento,megarostris,neptunia,neptunoida,ovata,rotatoria,tardigrada,cf_neptunoida,RICHNESS,AET,PREC,MEAN_AIR_TEMP,SRAD
264,C33_c,NP12 _ Nakhon Pathom,NA,Vegetative swamp,13/01/19,13.98891,99.95483,NA,28.273,190.23,116.67,0.08,3.74,8.03,C33_c,1,0,1,1,0,0,0,1,0,4,1163,982,28.06666644,18449.83333
265,C33_d,NP12 _ Nakhon Pathom,NA,Vegetative swamp,21/04/19,13.98891,99.95483,NA,31.17,194.53,113.33,0.08,3.46,8.72,C33_d,0,1,1,0,0,0,1,1,0,4,1163,982,28.06666644,18449.83333
266,C33_e,NP12 _ Nakhon Pathom,NA,Vegetative swamp,14/07/19,13.98891,99.95483,NA,29.54,178.23,106.67,0.08,2.53,7.51,C33_e,1,0,0,1,0,0,0,1,0,3,1163,982,28.06666644,18449.83333
267,C34_1_a,Insi Chantharasathit Stadium _ KU _ Bangkok,1,Canal SW,21/09/18,13.84773,100.56671,NA,NA,NA,NA,NA,NA,NA,C34_1_a,0,0,1,1,0,0,0,1,0,3,1120,1217,28.37499968,18030.5
268,C34_1_b,Insi Chantharasathit Stadium _ KU _ Bangkok,1,Canal SW,12/10/18,13.84773,100.56671,NA,NA,NA,NA,NA,NA,NA,C34_1_b,0,1,0,1,1,0,1,0,0,4,1120,1217,28.37499968,18030.5
269,C34_2_a,Insi Chantharasathit Stadium _ KU _ Bangkok,2,Canal SW,21/09/18,13.84767,100.56686,NA,NA,NA,NA,NA,NA,NA,C34_2_a,0,0,1,1,1,0,0,0,0,3,1120,1217,28.37499968,18030.5
270,C34_2_b,Insi Chantharasathit Stadium _ KU _ Bangkok,2,Canal SW,12/10/18,13.84767,100.56686,NA,NA,NA,NA,NA,NA,NA,C34_2_b,0,0,1,1,0,0,0,1,0,3,1120,1217,28.37499968,18030.5
271,C35,Near the infirmary _ KU _ Bangkok,NA,Canal SW,22/01/18,13.84688,100.56872,NA,NA,NA,NA,NA,NA,NA,C35,0,0,0,0,1,0,0,0,0,1,1120,1217,28.37499968,18030.5
272,C36_1,Opposite the Faculty of Engineering _ KU _ Bangkok,1,Algae canal SW,05/03/19,13.846889,100.569167,NA,NA,NA,NA,NA,NA,NA,C36_1,0,0,0,1,0,0,1,1,0,3,1120,1217,28.37499968,18030.5
273,C36_2_a,Opposite the Faculty of Engineering _ KU _ Bangkok,2,Canal SW,05/01/18,13.84675,100.569778,NA,NA,NA,NA,NA,NA,NA,C36_2_a,0,0,0,0,0,0,0,0,1,1,1120,1217,28.37499968,18030.5
274,C36_2_b,Opposite the Faculty of Engineering _ KU _ Bangkok,2,Canal SW,05/03/19,13.84675,100.569778,NA,NA,NA,NA,NA,NA,NA,C36_2_b,0,0,0,1,0,0,1,0,0,2,1120,1217,28.37499968,18030.5
275,C37,Opposite the Kasetart golden jubilee administrative and information center _ KU _ Bangkok,NA,Vegetative swamp,07/11/18,13.84767,100.56686,NA,NA,NA,NA,NA,NA,NA,C37,0,0,0,1,0,0,0,0,0,1,1120,1217,28.37499968,18030.5
276,C38_a,Opposite the Faculty of Social Sciences _ KU _ Bangkok,NA,Canal SW,07/11/18,13.8498,100.57059,NA,NA,NA,NA,NA,NA,NA,C38_a,0,0,0,1,0,0,0,0,0,1,1120,1217,28.37499968,18030.5
277,C38_b,Opposite the Faculty of Social Sciences _ KU _ Bangkok,NA,Canal SW,25/12/18,13.8498,100.57059,NA,NA,NA,NA,NA,NA,NA,C38_b,0,1,0,1,0,0,1,0,0,3,1120,1217,28.37499968,18030.5
278,C39,Opposite the Faculty of Humanities _ KU _ Bangkok,NA,Canal SW,25/12/18,13.84895,100.5706,NA,NA,NA,NA,NA,NA,NA,C39,0,0,0,1,0,0,1,0,0,2,1120,1217,28.37499968,18030.5
157,C4_a,Phra Nakhon Si Ayutthaya,NA,Pond,25/07/18,14.35654,100.55383,6,32.32,703.2,401,0.29,8.86,8.39,C4_a,0,0,0,1,0,0,1,0,0,2,1108,1009,28.18333324,18429.08333
158,C4_b,Phra Nakhon Si Ayutthaya,NA,Pond,16/10/18,14.3552,100.55375,6,31.67,614,354,0.26,11.76,7.57,C4_b,0,0,0,1,0,0,1,1,0,3,1108,1009,28.18333324,18429.08333
279,C40_1,Opposite the Graduate School _ KU _ Bangkok,1,Canal SW,25/12/18,13.84863,100.57068,NA,NA,NA,NA,NA,NA,NA,C40_1,0,0,0,1,1,0,0,0,0,2,1120,1217,28.37499968,18030.5
280,C40_2,Opposite the Graduate School _ KU _ Bangkok,2,Canal SW,25/12/18,13.84858,100.57132,NA,NA,NA,NA,NA,NA,NA,C40_2,0,0,0,0,0,0,0,0,0,0,1120,1217,28.37499968,18030.5
281,C41,In front of the Rapee Sagarik Building _ KU _ Bangkok,NA,Canal SW,25/12/18,13.84725,100.57056,NA,NA,NA,NA,NA,NA,NA,C41,0,0,0,1,1,0,1,0,0,3,1120,1217,28.37499968,18030.5
282,C42,Opposite the gas station _ KU _ Bangkok,NA,Canal SW,05/03/19,13.84997,100.57249,NA,NA,NA,NA,NA,NA,NA,C42,0,0,1,1,1,0,1,0,0,4,1120,1217,28.37499968,18030.5
283,C43,Opposite the old post office _ KU _ Bangkok,NA,Canal SW,05/03/19,13.84575,100.572611,NA,NA,NA,NA,NA,NA,NA,C43,0,0,0,0,0,0,0,0,0,0,1120,1217,28.37499968,18030.5
284,C44,Opposite NN03 _Nakhon Nayok,NA,Pond,12/01/19,14.27308,101.0424,NA,NA,NA,NA,NA,NA,NA,C44,0,1,0,0,0,0,1,0,0,2,1237,1306,27.80000003,18511.75
285,C45,NP07 Near the stadium 2 KU _ Nakhon Pathom,NA,Pond,29/04/18,14.02277,99.98265,12,31.883,648.7,371.67,0.27,20.72,9.43,C45,0,0,0,0,0,0,0,0,0,0,1029,983,28.0916667,18449.41667
286,C46,Opposite the dorm 13 _ KU _ Bangkok,NA,Vegetative swamp,11/06/19,13.848211,100.568207,NA,NA,NA,NA,NA,NA,NA,C46,0,1,1,1,0,1,0,1,0,5,1120,1217,28.37499968,18030.5
287,C47,Faculty of Education _ KU _ Bangkok,NA,Canal SW,19/06/19,13.85242,100.5702,NA,NA,NA,NA,NA,NA,NA,C47,0,0,0,1,1,0,0,1,0,3,1120,1192,28.36666648,18163.91667
288,C48,Opposite NN11 _Nakhon Nayok,NA,Vegetative swamp,13/07/19,14.09926,100.95799,NA,34.713,3172.8,1739,1.36,6.37,3.71,C48,0,0,0,0,0,0,0,0,0,0,1108,1265,27.75833321,18511.25
289,C49_a,Opposite NP02 _ Nakhon Pathom,NA,Pond,21/04/19,13.95565,100.00951,NA,NA,NA,NA,NA,NA,NA,C49_a,0,1,0,0,0,0,0,0,0,1,1096,997,28.0333333,18446.91667
290,C49_b,Opposite NP02 _ Nakhon Pathom,NA,Pond,14/07/19,13.95565,100.00951,NA,29.45,1027.6,616,0.46,5.95,7.48,C49_b,0,0,0,1,0,0,1,0,0,2,1096,997,28.0333333,18446.91667
159,C5,Phra Nakhon Si Ayutthaya,NA,Vegetative swamp,25/07/18,14.34147,100.54905,59,33.23,859.6,483,0.36,7.55,7.74,C5,0,0,1,1,1,0,0,0,0,3,1108,1008,28.11666663,18478.83333
291,C50_a,Opposite NP05 _ Nakhon Pathom,NA,Algae swamp,29/04/18,14.02803,99.88803,NA,NA,NA,NA,NA,NA,NA,C50_a,0,1,0,0,0,0,0,0,0,1,1029,972,28.06666644,18476.41667
292,C50_b,Opposite NP05 _ Nakhon Pathom,NA,Swamp,15/07/18,14.02803,99.88803,NA,NA,NA,NA,NA,NA,NA,C50_b,0,1,0,0,0,0,0,0,0,1,1029,972,28.06666644,18476.41667
293,C50_c,Opposite NP05 _ Nakhon Pathom,NA,Swamp,13/01/19,14.02803,99.88803,NA,NA,NA,NA,NA,NA,NA,C50_c,0,0,0,0,0,0,1,0,0,1,1029,972,28.06666644,18476.41667
294,C50_d,Opposite NP05 _ Nakhon Pathom,NA,Swamp,21/04/19,14.02803,99.88803,NA,NA,NA,NA,NA,NA,NA,C50_d,0,1,0,0,0,0,0,0,0,1,1029,972,28.06666644,18476.41667
295,C50_e,Opposite NP05 _ Nakhon Pathom,NA,Swamp,14/07/19,14.02803,99.88803,NA,30.658,703.1,412,0.3,6.25,7.59,C50_e,0,0,0,0,0,0,0,0,0,0,1029,972,28.06666644,18476.41667
160,C6,Phra Nakhon Si Ayutthaya,NA,Canal SW,25/07/18,14.34858,100.55682,-12,30.26,701.6,414,0.31,9.54,8.16,C6,0,0,0,0,0,0,0,0,0,0,1108,1014,28.18333324,18423.16667
161,C7,Phra Nakhon Si Ayutthaya,NA,Swamp,25/07/18,14.34441,100.55638,-3,30.09,284.9,169,0.12,11.81,8.69,C7,0,0,0,1,0,0,0,0,0,1,1108,1014,28.18333324,18423.16667
162,C8_a,Phra Nakhon Si Ayutthaya,NA,Canal SW,25/07/18,14.34871,100.5488,13,30.8,616.5,361,0.26,5.61,8.26,C8_a,0,0,0,0,0,0,0,0,0,0,1108,1010,28.17499987,18454.83333
163,C8_b,Phra Nakhon Si Ayutthaya,NA,Canal SW,16/10/18,14.34871,100.5488,13,31.48,562,325,0.24,1.86,7.3,C8_b,0,0,0,0,0,0,0,0,0,0,1108,1010,28.17499987,18454.83333
164,C9,Phra Nakhon Si Ayutthaya,NA,Vegetative swamp,16/10/18,14.348722,100.548806,27,31.27,763,443,0.33,10.05,8.26,C9,0,0,0,0,0,0,0,0,0,0,1108,1010,28.17499987,18454.83333
296,E1_1,Rayong Botanic garden _ Rayong,1,Swamp,21/04/17,12.64098,101.5525,17,31.12,94.3,55,0.04,7.37,6.59,E1_1,0,0,0,0,0,0,0,0,0,0,0,1801,27.65833314,18655.5
305,E1_10,Rayong Botanic garden _ Rayong,10,Swamp,21/04/17,12.6512,101.5453,NA,30.76,92.1,54,0.04,4.2,6.36,E1_10,0,0,0,0,0,0,0,0,0,0,0,1778,27.65833314,18642.91667
306,E1_11,Rayong Botanic garden _ Rayong,11,Swamp,21/04/17,12.6514,101.548,NA,31.89,4.7,3,0,6.44,6.52,E1_11,0,0,0,0,0,0,0,0,0,0,0,1778,27.65833314,18642.91667
307,E1_12,Rayong Botanic garden _ Rayong,12,Swamp,21/04/17,12.65163,101.5444,NA,30.43,95,56,0.04,1.97,6.06,E1_12,0,0,0,0,0,0,0,0,0,0,0,1778,27.65833314,18642.91667
308,E1_13,Rayong Botanic garden _ Rayong,13,Swamp,21/04/17,12.6518,101.5453,NA,29.8,329.7,196,0.14,1.6,6.34,E1_13,0,0,0,0,0,0,0,0,0,0,0,1778,27.65833314,18642.91667
297,E1_2,Rayong Botanic garden _ Rayong,2,Swamp,21/04/17,12.64165,101.5484,NA,31.26,97.8,57,0.04,1.15,6.22,E1_2,0,0,0,0,0,0,0,0,0,0,0,1805,27.67499987,18513.16667
298,E1_3,Rayong Botanic garden _ Rayong,3,Swamp,21/04/17,12.64677,101.5447,NA,30.94,86.6,51,0.03,5.1,6.39,E1_3,0,0,0,0,0,0,0,0,0,0,0,1787,27.66666651,18610.41667
299,E1_4,Rayong Botanic garden _ Rayong,4,Swamp,21/04/17,12.65025,101.5405,NA,30.78,84.6,50,0.03,6.46,6.28,E1_4,0,0,0,0,0,0,0,0,0,0,0,1773,27.65833314,18604.75
300,E1_5,Rayong Botanic garden _ Rayong,5,Swamp,21/04/17,12.64947,101.5445,NA,30.52,85.9,50,0.03,4.36,6.22,E1_5,0,0,0,0,0,0,0,0,0,0,0,1787,27.66666651,18610.41667
301,E1_6,Rayong Botanic garden _ Rayong,6,Swamp,21/04/17,12.64357,101.549,NA,31.23,96.2,56,0.04,5.79,6.55,E1_6,0,0,0,0,0,0,0,0,0,0,0,1787,27.66666651,18610.41667
302,E1_7,Rayong Botanic garden _ Rayong,7,Swamp,21/04/17,12.651889,101.548028,NA,NA,NA,NA,NA,NA,NA,E1_7,0,0,0,0,0,0,0,0,0,0,0,1778,27.65833314,18642.91667
303,E1_8,Rayong Botanic garden _ Rayong,8,Swamp,21/04/17,12.65188,101.5479,NA,31.78,139.1,80,0.06,4.41,6.42,E1_8,0,0,0,0,0,0,0,0,0,0,0,1778,27.65833314,18642.91667
304,E1_9,Rayong Botanic garden _ Rayong,9,Swamp,21/04/17,12.64997,101.5446,NA,31.15,91.7,53,0.04,4.87,6.49,E1_9,0,0,0,0,0,0,0,0,0,0,0,1787,27.66666651,18610.41667
309,E2_1_a,Bang Pakong river _ Chachoengsao,1,River,22/09/18,13.48622,101.0021,12,30.46,255.8,151,0.11,2.58,7.02,E2_1_a,0,0,0,1,0,0,0,0,0,1,1135,1263,28.05833324,18738
310,E2_1_b,Bang Pakong river _ Chachoengsao,1,River,16/10/18,13.48622,101.0021,12,30.34,1913,1128,0.87,2.18,7.17,E2_1_b,0,0,0,0,0,0,0,0,0,0,1135,1263,28.05833324,18738
311,E2_2_a,Bang Pakong river _ Chachoengsao,2,River,22/09/18,13.55229,101.00473,0,32.15,239.2,137,0.1,3.54,6.96,E2_2_a,0,0,0,0,0,0,0,0,0,0,1135,1217,28.1583333,18942.16667
312,E2_2_b,Bang Pakong river _ Chachoengsao,2,River,16/10/18,13.55229,101.00473,0,31.67,263,151,0.11,1.95,6.58,E2_2_b,0,0,0,0,0,0,0,0,0,0,1135,1217,28.1583333,18942.16667
313,E2_3_a,Bang Pakong river _ Chachoengsao,3,River,22/09/18,13.59965,101.07789,1,31.3,213.9,124,0.09,3.75,7.24,E2_3_a,0,0,0,0,0,0,0,0,0,0,1135,1234,27.86666663,18760.08333
314,E2_3_b,Bang Pakong river _ Chachoengsao,3,River,16/10/18,13.59965,101.07789,1,32.21,252,144,0.1,1.96,6.17,E2_3_b,0,0,0,1,0,0,0,1,0,2,1135,1234,27.86666663,18760.08333
315,E2_4_a,Bang Pakong river _ Chachoengsao,4,Rice field,22/09/18,13.59862,101.06852,1,31.29,291.7,169,0.12,4.35,6.96,E2_4_a,0,0,0,0,0,0,0,0,0,0,1135,1218,27.9000001,18867.33333
316,E2_4_b,Bang Pakong river _ Chachoengsao,4,Rice field,16/10/18,13.59862,101.06852,1,32.62,296,168,0.12,2.53,6.15,E2_4_b,0,0,0,0,0,0,0,0,0,0,1135,1218,27.9000001,18867.33333
317,E3_1_a,Sa Mer Rat swamp _ Trat,1,Peat swamp,09/01/17,12.467778,102.355722,NA,28.83,NA,7900,6.91,4.41,6.23,E3_1_a,0,0,0,0,0,0,0,0,0,0,0,3089,27.36666632,18211.58333
318,E3_1_b,Sa Mer Rat swamp _ Trat,1,Peat swamp,07/09/17,12.467778,102.355722,NA,30.18,213,126,0.09,3.32,6.49,E3_1_b,0,0,0,0,0,0,0,0,0,0,0,3089,27.36666632,18211.58333
319,E3_2_a,Sa Mer Rat swamp _ Trat,2,Peat swamp,09/01/17,12.466556,102.357861,NA,28.52,NA,996,0.76,3.38,6.05,E3_2_a,0,0,0,0,0,0,0,0,0,0,0,3106,27.36666632,18197.16667
320,E3_2_b,Sa Mer Rat swamp _ Trat,2,Peat swamp,07/09/17,12.466556,102.357861,NA,34.28,101.2,56,0.04,7.3,6.51,E3_2_b,0,0,0,0,0,0,0,0,0,0,0,3106,27.36666632,18197.16667
1,N1_1,Phayao Lake _ Phayao,1,Lake,31/01/18,19.163,99.9032,405,25.93,148,94,0.07,7.32,7.55,N1_1,0,0,0,0,0,0,0,0,0,0,1091,1097,25.32499997,18076.91667
2,N1_2,Phayao Lake _ Phayao,2,Lake,31/01/18,19.16356,99.89874,408,25.92,147,94,0.07,7.52,7.76,N1_2,0,0,0,0,0,0,0,0,0,0,1091,1090,25.35000006,18155.08333
3,N2_1_a,KM. 22 Dok Khum Tai district _ Phayao,1,Vegetative swamp,31/01/18,19.01492,100.06214,397,19.6,620,450,0.34,3.3,7.07,N2_1_a,0,0,0,0,0,0,0,0,0,0,1077,1108,25.09166686,17974
4,N2_1_b,KM. 22 Dok Khum Tai district _ Phayao,1,Vegetative swamp,15/06/18,19.01492,100.06214,397,24.86,361.1,235,0.17,3.08,8.37,N2_1_b,0,0,0,1,0,0,0,0,0,1,1077,1108,25.09166686,17974
5,N2_1_c,KM. 22 Dok Khum Tai district _ Phayao,1,Vegetative swamp,03/10/18,19.01492,100.06214,397,24.78,330.7,216,0.16,3.11,8.25,N2_1_c,0,0,0,0,0,0,0,0,0,0,1077,1108,25.09166686,17974
6,N2_1_d,KM. 22 Dok Khum Tai district _ Phayao,1,Vegetative swamp,10/02/18,19.01492,100.06214,397,NA,NA,NA,NA,NA,NA,N2_1_d,0,0,0,0,0,0,0,0,0,0,1077,1108,25.09166686,17974
7,N2_2,KM. 22 Dok Khum Tai district _ Phayao,2,Vegetative swamp,10/02/18,NA,NA,NA,25.96,2075,1325,1.04,6.59,NA,N2_2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
8,N3_1_a,KM. 62 Chiang Muan district _ Phayao,1,Algae swamp,31/01/18,18.92795,100.22604,300,24.34,345,227,0.17,5.71,7.78,N3_1_a,0,0,0,0,0,0,0,0,0,0,1002,1122,25.65833346,18151.41667
9,N3_1_b,KM. 62 Chiang Muan district _ Phayao,1,Algae swamp,15/06/18,18.92795,100.22604,300,30.03,352.5,209,0.15,7.47,8.21,N3_1_b,0,0,0,1,0,0,0,0,0,1,1002,1122,25.65833346,18151.41667
10,N3_1_c,KM. 62 Chiang Muan district _ Phayao,1,Algae swamp,03/10/18,18.92795,100.22604,300,31.18,315,183,0.13,6.75,7.89,N3_1_c,0,0,0,0,0,0,0,0,0,0,1002,1122,25.65833346,18151.41667
11,N3_1_d,KM. 62 Chiang Muan district _ Phayao,1,Algae swamp,10/02/18,18.92795,100.22604,300,24,348,230,0.17,5.08,NA,N3_1_d,0,0,0,0,0,0,0,0,0,0,1002,1122,25.65833346,18151.41667
12,N3_2_a,KM. 62 Chiang Muan district _ Phayao,2,Vegetative swamp,31/01/18,18.92795,100.22605,296,22.05,457,315,0.23,1.38,7.3,N3_2_a,0,0,0,0,0,0,0,0,0,0,1002,1122,25.65833346,18151.41667
13,N3_2_b,KM. 62 Chiang Muan district _ Phayao,2,Vegetative swamp,15/06/18,18.92795,100.22605,296,28.68,404.6,246,0.18,4.18,8.05,N3_2_b,0,0,0,0,0,0,0,0,0,0,1002,1122,25.65833346,18151.41667
14,N3_2_c,KM. 62 Chiang Muan district _ Phayao,2,Vegetative swamp,03/10/18,18.92795,100.22605,296,29.6,268.1,160,0.12,4.74,7.9,N3_2_c,0,0,0,1,0,0,0,0,0,1,1002,1122,25.65833346,18151.41667
15,N3_2_d,KM. 62 Chiang Muan district _ Phayao,2,Vegetative swamp,10/02/18,18.92795,100.22605,296,20.53,377,268,0.2,2.56,NA,N3_2_d,0,0,0,0,0,0,0,0,0,0,1002,1122,25.65833346,18151.41667
16,N3_3_a,KM. 62 Chiang Muan district _ Phayao,3,Vegetative swamp,31/01/18,18.93058,100.27013,260,22.5,161,110,0.08,4.37,7.5,N3_3_a,0,0,0,0,0,0,0,0,0,0,1002,1135,25.80833356,18128.33333
17,N3_3_b,KM. 62 Chiang Muan district _ Phayao,3,Vegetative swamp,15/06/18,18.93058,100.27013,260,27.49,161.8,100,0.07,4.79,7.5,N3_3_b,1,0,0,0,1,1,0,1,0,4,1002,1135,25.80833356,18128.33333
18,N3_3_c,KM. 62 Chiang Muan district _ Phayao,3,Vegetative swamp,03/10/18,18.93058,100.27013,260,28.09,232.2,143,0.1,4.62,8.08,N3_3_c,0,0,0,0,0,0,0,0,0,0,1002,1135,25.80833356,18128.33333
19,N3_3_d,KM. 62 Chiang Muan district _ Phayao,3,Vegetative swamp,10/02/18,18.93058,100.27013,260,21.68,209,145,0.11,5.33,NA,N3_3_d,0,0,0,0,0,0,0,0,0,0,1002,1135,25.80833356,18128.33333
20,N3_4_a,KM. 62 Chiang Muan district _ Phayao,4,Pond,31/01/18,18.92995,100.26941,267,22.27,166,114,0.08,2.99,7.06,N3_4_a,0,0,0,0,0,0,0,0,0,0,1002,1135,25.80833356,18128.33333
21,N3_4_b,KM. 62 Chiang Muan district _ Phayao,4,Pond,15/06/18,18.92995,100.26941,267,27.05,220.9,138,0.1,2.8,7.23,N3_4_b,0,0,0,1,0,1,1,1,0,4,1002,1135,25.80833356,18128.33333
22,N3_4_c,KM. 62 Chiang Muan district _ Phayao,4,Pond,03/10/18,18.92995,100.26941,267,28.22,113.6,70,0.05,3.28,8.05,N3_4_c,0,1,0,1,0,0,0,0,0,2,1002,1135,25.80833356,18128.33333
23,N3_4_d,KM. 62 Chiang Muan district _ Phayao,4,Pond,10/02/18,18.92995,100.26941,267,19.04,131,96,0.07,3.73,NA,N3_4_d,0,0,0,0,0,0,0,0,0,0,1002,1135,25.80833356,18128.33333
24,N4_1,Pua district _ Nan,1,Pond,15/06/18,19.15891,100.82567,NA,30.35,241.4,142,0.1,4.59,7.11,N4_1,0,0,0,0,0,0,0,0,0,0,1046,1258,25.63333337,17804.66667
25,N4_2,Pua district _ Nan,2,Pond,03/10/18,19.17805,100.87839,263,27.52,56.7,35,0.02,4.77,7.96,N4_2,0,0,0,0,0,0,0,0,0,0,1046,1263,25.50833352,17785.66667
26,N5_a,Sung Men District _ Phrae,NA,Vegetative pond,04/10/18,17.9916,100.10763,175,26.45,223.5,141,0.1,1.09,7.65,N5_a,0,1,0,1,0,0,0,0,0,2,1059,1209,26.34166654,18433
27,N5_b,Sung Men District _ Phrae,NA,Pond,10/02/18,17.9916,100.10763,NA,24.65,90,59,0.04,9.71,NA,N5_b,0,0,0,0,0,0,0,0,0,0,1059,1209,26.34166654,18433
28,N6,Mae Marn reservoir _ Sung Men District _ Phrae,NA,Reservoir,04/10/18,18.01396,100.13614,194,28.5,219.3,134,0.1,6.62,8.24,N6,0,0,0,0,0,0,0,0,0,0,1019,1179,26.22500022,18452.83333
29,N7_1_a,Si Fai swamp _ Phichit,1,Swamp,30/01/18,16.42737,100.33481,37,26.72,228,144,0.1,0.68,6.96,N7_1_a,0,0,0,0,0,0,0,0,0,0,1030,1169,27.93333356,18941.16667
30,N7_1_b,Si Fai swamp _ Phichit,1,Swamp,14/06/18,16.42737,100.33481,37,33.15,259.8,146,0.1,7.5,8.64,N7_1_b,0,0,0,0,0,0,1,0,0,1,1030,1169,27.93333356,18941.16667
31,N7_2_a,Si Fai swamp _ Phichit,2,Swamp,30/01/18,16.42752,100.34028,38,26.83,249,156,0.11,0.79,6.65,N7_2_a,0,0,0,0,0,0,0,0,0,0,1030,1169,27.93333356,18941.16667
32,N7_2_b,Si Fai swamp _ Phichit,2,Swamp,14/06/18,16.42752,100.34028,38,34.22,267.9,148,0.11,5.54,8.3,N7_2_b,0,1,0,1,0,0,1,0,0,3,1030,1169,27.93333356,18941.16667
33,N7_3_a,Si Fai swamp _ Phichit,3,Swamp,30/01/18,16.42608,100.34343,45,26.57,284,179,0.13,0.74,6.5,N7_3_a,0,0,0,0,0,0,0,0,0,0,1030,1179,27.94166676,18878.58333
34,N7_3_b,Si Fai swamp _ Phichit,3,Swamp,14/06/18,16.42608,100.34343,45,32.1,254.9,146,0.1,10.28,8.83,N7_3_b,0,0,0,1,0,0,0,0,0,1,1030,1179,27.94166676,18878.58333
35,N7_4_a,Si Fai swamp _ Phichit,4,Vegetative swamp,30/01/18,16.42276,100.34262,109,26.61,217,137,0.1,1.12,6.57,N7_4_a,0,0,0,0,0,0,0,0,0,0,1030,1156,27.9666667,19033.25
36,N7_4_b,Si Fai swamp _ Phichit,4,Vegetative swamp,14/06/18,16.42276,100.34262,109,31.21,249.21,145,0.1,10.89,9.09,N7_4_b,0,0,0,1,0,0,0,0,0,1,1030,1156,27.9666667,19033.25
37,N8,Chiang Saen ,NA,Lake,05/02/16,20.260701,100.047111,NA,24.72,38,NA,0.02,6.64,6.46,N8,0,0,0,0,0,0,0,0,0,0,1118,1768,25.67500019,17977.66667
38,NE1_1_a,Nong Han Kumphawapi _ Udon Thani,1,Vegetative swamp,19/06/15,17.178167,103.057217,NA,34.97,468,NA,0.18,2.85,6.62,NE1_1_a,0,1,1,1,0,1,0,0,0,4,860,1230,26.35000006,18672.75
39,NE1_1_b,Nong Han Kumphawapi _ Udon Thani,1,Vegetative swamp,08/01/16,17.178167,103.057217,NA,29.02,336,NA,0.15,6.64,7.02,NE1_1_b,0,0,0,0,0,0,0,0,0,0,860,1230,26.35000006,18672.75
40,NE1_2_a,Nong Han Kumphawapi _ Udon Thani,2,Vegetative swamp,19/06/15,17.167464,103.047995,NA,37.12,841,NA,0.32,3.86,6.09,NE1_2_a,0,0,0,0,0,0,0,1,0,1,860,1218,26.39166689,18708.08333
41,NE1_2_b,Nong Han Kumphawapi _ Udon Thani,2,Vegetative swamp,08/01/16,17.167464,103.047995,NA,29.69,482,NA,0.21,3.55,6.33,NE1_2_b,0,0,0,0,0,0,0,0,0,0,860,1218,26.39166689,18708.08333
77,NE10_a,Khua Kai _ Wanon Niwat District (lotus swamp) _ Sakon Nakhon,NA,Vegetative swamp,24/05/18,17.6011,103.8181,184,27.23,95.9,60,0.04,1.67,6.94,NE10_a,0,1,0,0,0,0,0,0,0,1,892,1755,25.72500006,18125.08333
78,NE10_b,Khua Kai _ Wanon Niwat District (lotus swamp) _ Sakon Nakhon,NA,Vegetative swamp,05/06/19,17.6011,103.8181,184,30.156,97.9,58,0.04,2.55,6.32,NE10_b,0,1,0,0,0,0,1,0,0,2,892,1755,25.72500006,18125.08333
79,NE11,Non Sawang District _ Sakon Nakhon,NA,Vegetative swamp,14/10/17,17.61063,103.7905,163,30.1,27.1,16,0.01,6.49,7.39,NE11,0,0,0,0,0,0,0,0,0,0,892,1754,25.63333305,18136
80,NE12_1_a,Kusuman District (Near Kusuman hospital) _ Sakon Nakhon,1,Pond,14/10/17,17.32038,104.2948,164,32.75,2.5,1,0,6.93,6.63,NE12_1_a,0,0,0,0,0,0,0,0,0,0,871,1549,26.17500003,18391.75
81,NE12_1_b,Kusuman District (Near Kusuman hospital) _ Sakon Nakhon,1,Pond,24/05/18,17.32038,104.2948,164,26.564,103.7,65,0.05,7.11,6.67,NE12_1_b,0,1,0,1,1,0,0,1,0,4,871,1549,26.17500003,18391.75
82,NE12_1_c,Kusuman District (Near Kusuman hospital) _ Sakon Nakhon,1,Pond,27/10/18,17.32038,104.2948,164,30.36,107.2,63,0.04,4.33,6.95,NE12_1_c,0,0,0,0,0,0,0,0,0,0,871,1549,26.17500003,18391.75
83,NE12_2,Kusuman District (Near Kusuman hospital) _ Sakon Nakhon,2,Vegetative pond,14/10/17,17.32542,104.30515,159,34.51,38.5,21,0.01,5.14,6.86,NE12_2,0,0,0,0,0,0,0,0,0,0,871,1564,26.125,18395.08333
84,NE13_a,Nong Ta Kai _ Udon Thani,NA,Pond,15/10/17,17.42025,103.04809,184,28.73,655.9,398,0.29,4.17,7.04,NE13_a,0,0,0,0,0,0,0,0,0,0,860,1421,26.3083334,18227.5
85,NE13_b,Nong Ta Kai _ Udon Thani,NA,Pond,23/05/18,17.42025,103.04809,184,27.917,77.4,48,0.03,2.57,6.77,NE13_b,0,0,1,0,0,0,0,0,0,1,860,1421,26.3083334,18227.5
86,NE13_c,Nong Ta Kai _ Udon Thani,NA,Pond,05/06/19,17.42025,103.04809,184,28.521,189.9,116,0.08,1.46,6.45,NE13_c,0,0,0,1,0,0,1,0,0,2,860,1421,26.3083334,18227.5
87,NE14_a,KM. 7 Mueang Udon Thani District _ Udon Thani,NA,Pond,15/10/17,17.37302,102.8518,191,30.63,334.6,196,0.14,6.44,7.12,NE14_a,0,0,0,0,0,0,0,0,0,0,861,1390,26.60000006,18188.91667
